x,y,z,latitude,longitude,speed,sound,light,time,timestamp
-6.73 ,12.719999 ,7.24,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860509
-2.57 ,9.19 ,-6.7,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860519
3.4399998 ,14.42 ,-4.69,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860529
-2.32 ,8.679999 ,-1.42,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860539
0.22 ,14.49 ,9.0199995,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860549
3.04 ,6.98 ,2.71,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860560
1.1 ,6.6099997 ,0.72999996,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860569
-7.46 ,3.54 ,-0.68,23.550498333333334,87.29502499999998 ,13.221154975891114,80.19102556315188 ,0.0,17:57:40 PM,1515500860579
-1.0799999 ,10.67 ,-2.69,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860590
4.7 ,12.83 ,-3.82,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860609
0.39999998 ,12.65 ,-3.9599998,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860620
-7.0499997 ,6.22 ,-14.46,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860629
-3.97 ,13.04 ,2.85,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860649
-2.51 ,8.67 ,0.0,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860650
3.03 ,5.06 ,-7.5899997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860660
-2.46 ,10.87 ,0.08,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860669
-6.2999997 ,5.2799997 ,-5.45,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860679
4.95 ,11.95 ,2.99,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860689
5.19 ,7.3399997 ,2.76,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860699
-4.0899997 ,9.51 ,7.8799996,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860710
-6.5899997 ,11.63 ,3.33,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860720
1.22 ,10.87 ,-2.4099998,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860729
-1.05 ,11.36 ,-9.94,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860740
-5.45 ,15.32 ,4.3399997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860749
1.5699999 ,9.389999 ,-4.06,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860761
4.37 ,4.67 ,-4.37,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860769
-5.3599997 ,5.6 ,-1.17,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860780
-2.49 ,5.6299996 ,2.74,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860790
6.15 ,16.64 ,4.5699997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860799
0.77 ,13.95 ,-1.01,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860810
-6.93 ,7.5499997 ,-12.639999,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860819
-4.69 ,12.07 ,-5.5699997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860830
2.6 ,8.37 ,5.85,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860840
7.06 ,2.3999999 ,-8.599999,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860860
-2.1399999 ,8.22 ,7.2799997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860862
-9.639999 ,6.71 ,-1.86,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860869
3.6699998 ,14.16 ,-1.56,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860889
7.74 ,10.5 ,-12.0,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860891
-5.12 ,17.26 ,2.96,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860898
-9.58 ,11.83 ,-2.46,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860909
5.65 ,10.0199995 ,-1.8399999,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860918
7.5499997 ,6.3599997 ,2.49,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860929
-2.21 ,2.6799998 ,-1.8499999,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860940
-6.8999996 ,10.88 ,1.89,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860948
1.06 ,11.7 ,1.29,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860960
8.73 ,10.34 ,-2.9099998,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860968
0.099999994 ,14.48 ,5.0699997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860979
-11.16 ,8.61 ,-1.92,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860990
-0.77 ,10.86 ,3.9299998,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:40 PM,1515500860999
10.7699995 ,6.08 ,-6.94,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861009
0.83 ,11.71 ,1.26,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861019
2.9099998 ,9.34 ,-5.5899997,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861029
7.12 ,6.71 ,-3.06,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861040
-0.84 ,7.3799996 ,6.24,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861049
-0.64 ,10.679999 ,0.76,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861060
4.0499997 ,7.1099997 ,-3.4499998,23.550498333333334,87.29502499999998 ,13.221154975891114,80.83926937676252 ,0.0,17:57:41 PM,1515500861071
-1.8299999 ,8.13 ,-11.79,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861080
-7.0899997 ,13.83 ,-0.84,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861091
0.45 ,18.21 ,5.0,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861099
6.02 ,13.12 ,5.23,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861109
-2.1299999 ,1.99 ,-13.08,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861119
-8.78 ,8.429999 ,4.69,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861129
0.59999996 ,3.5 ,-3.0,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861141
7.64 ,11.44 ,-4.4,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861149
0.87 ,-0.45 ,-12.91,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861160
1.15 ,15.67 ,7.14,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861169
-3.3999999 ,13.099999 ,16.19,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861180
-3.9499998 ,10.94 ,5.1,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861193
0.01 ,3.82 ,-17.77,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861199
-4.08 ,11.74 ,-3.1599998,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861212
1.16 ,18.859999 ,-1.9499999,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861220
7.2999997 ,4.25 ,-10.45,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861231
4.69 ,8.929999 ,3.09,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861243
-8.08 ,0.42999998 ,-3.08,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861250
-5.15 ,8.32 ,-3.79,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861265
4.87 ,9.7 ,2.6699998,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861269
7.45 ,14.65 ,2.03,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861281
-4.96 ,14.46 ,2.95,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861290
-6.5 ,11.41 ,-2.75,23.550498333333334,87.29502499999998 ,13.221154975891114,81.10369982864343 ,0.0,17:57:41 PM,1515500861303
-1.25 ,4.16 ,-16.64,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861327
-0.96999997 ,10.23 ,-2.84,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861330
-1.86 ,8.53 ,-3.08,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861333
3.6699998 ,13.469999 ,6.54,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861350
1.9799999 ,6.31 ,-3.1,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861356
-1.3399999 ,11.7699995 ,13.66,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861369
-0.76 ,6.5299997 ,0.11,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861370
2.11 ,9.059999 ,-10.12,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861379
-2.3 ,12.92 ,2.3,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861389
9.57 ,11.469999 ,3.36,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861400
4.11 ,7.33 ,-1.91,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861413
-9.74 ,0.29 ,-7.8199997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861419
-5.67 ,10.11 ,5.2799997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861439
-0.26999998 ,15.429999 ,7.99,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861440
6.8199997 ,18.529999 ,2.73,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861448
-2.18 ,9.95 ,-3.28,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861459
-14.53 ,9.22 ,-0.56,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861468
-3.75 ,1.35 ,-2.48,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861480
12.929999 ,10.71 ,5.98,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861489
3.36 ,0.7 ,-9.099999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861501
-4.99 ,14.53 ,6.08,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861510
-2.26 ,12.25 ,-8.46,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861519
6.8199997 ,15.86 ,-1.31,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861530
2.1 ,8.309999 ,-7.3599997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861540
-8.55 ,13.309999 ,3.58,23.55051166666666,87.29498333333335 ,15.329869079589844,81.10369982864343 ,0.0,17:57:41 PM,1515500861549
-10.33 ,6.42 ,1.75,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861561
6.83 ,8.389999 ,-1.1999999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861569
-5.3399997 ,14.71 ,7.56,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861580
-9.49 ,5.0499997 ,-8.5,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861589
7.2999997 ,11.5 ,-11.79,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861599
5.3399997 ,0.77 ,-20.17,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861610
-3.76 ,14.889999 ,11.42,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861619
-2.6499999 ,11.09 ,6.7599998,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861630
8.2 ,15.66 ,6.1,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861639
0.39 ,4.67 ,-3.4299998,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861650
-7.8599997 ,9.7 ,1.93,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861668
-4.0499997 ,6.99 ,-11.679999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861678
4.77 ,14.96 ,-1.89,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861695
5.62 ,6.75 ,-5.0299997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861703
3.3 ,12.929999 ,12.09,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861713
-7.97 ,6.5299997 ,0.28,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861715
-4.42 ,3.6499999 ,-9.94,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861722
7.29 ,5.8399997 ,-5.5299997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861736
4.72 ,7.5699997 ,-10.639999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861766
-8.24 ,10.41 ,-5.5899997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861768
7.6099997 ,10.71 ,6.49,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861769
-5.7999997 ,10.3 ,9.29,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861772
-7.5099998 ,7.77 ,-1.42,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861783
4.27 ,11.36 ,-2.84,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861793
2.9199998 ,12.44 ,-2.76,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861802
-6.48 ,14.969999 ,-3.72,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861813
-1.2099999 ,13.17 ,-0.38,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861823
7.0699997 ,7.5 ,-5.24,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861842
-0.17 ,7.6099997 ,4.36,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861844
-8.29 ,5.52 ,-2.7,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861852
0.07 ,9.61 ,-6.2,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861865
4.54 ,12.099999 ,-5.3599997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861883
1.55 ,14.139999 ,-2.73,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861884
-3.02 ,15.28 ,2.6799998,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861894
-0.64 ,10.73 ,3.03,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861902
1.89 ,-0.07 ,-3.1499999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861912
-1.29 ,6.75 ,3.04,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861922
-6.93 ,3.4299998 ,-5.0,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861933
3.3999999 ,12.17 ,1.6899999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861945
-0.53 ,16.789999 ,8.11,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861952
-3.79 ,12.44 ,4.62,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861963
1.13 ,12.87 ,3.8,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861972
-8.0199995 ,-0.089999996 ,-16.109999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861985
-8.87 ,14.92 ,10.62,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:41 PM,1515500861995
2.99 ,9.679999 ,4.0299997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:42 PM,1515500862002
9.74 ,15.07 ,-4.22,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:42 PM,1515500862013
-4.08 ,-1.4 ,-14.62,23.55051166666666,87.29498333333335 ,15.329869079589844,81.67802261694561 ,0.0,17:57:42 PM,1515500862022
-3.4099998 ,8.889999 ,7.75,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862036
2.45 ,8.26 ,10.4,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862052
4.44 ,13.75 ,8.09,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862054
1.25 ,5.2599998 ,-6.3599997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862069
-2.31 ,13.4 ,1.93,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862083
-4.36 ,7.2799997 ,-11.759999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862085
4.27 ,9.07 ,-16.55,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862095
3.86 ,8.94 ,-5.0299997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862102
-1.81 ,8.73 ,4.17,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862114
-5.45 ,8.03 ,-0.17,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862133
2.4199998 ,5.52 ,-8.7,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862135
-3.87 ,14.469999 ,3.06,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862151
-3.12 ,14.15 ,-2.11,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862164
4.43 ,14.21 ,-0.19,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862166
1.26 ,10.07 ,-1.53,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862185
-4.64 ,5.62 ,-7.5,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862186
-1.4399999 ,14.34 ,3.3899999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862202
1.8299999 ,8.67 ,-0.24,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862213
3.83 ,15.049999 ,7.5699997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862222
-4.38 ,4.0299997 ,-5.3599997,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862234
-3.1999998 ,5.29 ,-1.9799999,23.55051166666666,87.29498333333335 ,15.329869079589844,81.25493912527747 ,0.0,17:57:42 PM,1515500862235
